# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 627K of event 'cycles:ppp'
# Event count (approx.): 433495634427
#
# Overhead  Command          Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ..............................  ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] get_empty_filp
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::InstrumentedMutex::Lock
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionSet::LogAndApply
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LRUHandleTable::Resize
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] free_pages_and_swap_cache
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] run_posix_cpu_timers
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] elv_set_request
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __jbd2_log_start_commit
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_find_entry
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PosixWritableFile::Append
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionBuilder::Rep::ApplyFileAddition
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blk_rq_init
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] security_file_fcntl
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::IsFeatureSupported
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::SetFinalized
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::vector<rocksdb::SuperVersionContext::WriteStallNotification, std::allocator<rocksdb::SuperVersionContext::WriteStallNotification> >::_M_assign_aux<__gnu_cxx::__normal_iterator<rocksdb::SuperVersionContext::WriteStallNotification const*, std::vector<rocksdb::SuperVersionContext::WriteStallNotification, std::allocator<rocksdb::SuperVersionContext::WriteStallNotification> > > >
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::ReifyDbHostIdProperty
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] security_sb_statfs
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree<rocksdb::ParsedInternalKey, rocksdb::ParsedInternalKey, std::_Identity<rocksdb::ParsedInternalKey>, rocksdb::ParsedInternalKeyComparator, std::allocator<rocksdb::ParsedInternalKey> >::_M_erase
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::ParseFileName
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_release_file
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] update_group_capacity
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] autoremove_wake_function
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Log
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] clear_inode
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] do_sys_ftruncate.constprop.16
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blk_attempt_req_merge
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FlushJob::GetFlushJobInfo
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_mb_release_context
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, std::pair<unsigned long const, unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] alloc_request_size
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] path_init
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_set_bits
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] security_file_open
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_es_free_extent
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] crc_array
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::MinLogNumberToKeep
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] apparmor_file_permission
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blk_account_io_start
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_bread_batch
     0.00%  rocksdb:high0    libpthread-2.27.so              [.] __libc_pread64
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PosixHelper::GetUniqueIdFromFile
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_find_dest_de
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Logger::Logv
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_get_dquots
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::PosixFileSystem::NewRandomAccessFile
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] generic_write_checks
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PosixWritableFile::Sync
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] crc_26
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_has_group_desc_csum.part.11
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::log::Writer::AddRecord
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockFetcher::~BlockFetcher
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__introsort_loop<__gnu_cxx::__normal_iterator<rocksdb::JobContext::CandidateFileInfo*, std::vector<rocksdb::JobContext::CandidateFileInfo, std::allocator<rocksdb::JobContext::CandidateFileInfo> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(rocksdb::JobContext::CandidateFileInfo const&, rocksdb::JobContext::CandidateFileInfo const&)> >
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::GetPerfLevel
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] mutex_lock
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_map_blocks
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, unsigned long, std::allocator<unsigned long>, std::__detail::_Identity, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long, false> > > >
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] _copy_to_user
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockFetcher::ReadBlockContents
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionBuilder::Rep::FileComparator::operator()
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] rcu_note_context_switch
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] mutex_unlock
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] round_jiffies_up
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ata_scsi_rw_xlat
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionEdit::~VersionEdit
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::SstFileManagerImpl::OnDeleteFile
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blkg_lookup_slowpath
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BaseReferencedVersionBuilder::~BaseReferencedVersionBuilder
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] sg_pool_alloc
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Block::IndexType
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::PrefetchTail
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Function_handler<int (rocksdb::FileMetaData const*, rocksdb::FileMetaData const*), rocksdb::FileIndexer::UpdateIndex(rocksdb::Arena*, unsigned long, std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> >*)::{lambda(rocksdb::FileMetaData const*, rocksdb::FileMetaData const*)#5}>::_M_invoke
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] scsi_log_send
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_mb_good_group
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, std::pair<unsigned long const, rocksdb::FileMetaData*>, std::allocator<std::pair<unsigned long const, rocksdb::FileMetaData*> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] do_dentry_open
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_discard_preallocations
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] list_sort.part.0
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] cfq_find_next_rq
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Hash64
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::TotalFileSize
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ThreadStatusUpdater::SetThreadOperation
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __remove_hrtimer
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::WriteCompressionDictBlock
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] clock_gettime@plt
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::autovector<rocksdb::VersionEdit*, 8ul>::front
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_xattr_security_get
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __elv_add_request
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] check_preempt_curr
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] 0x00000000000a9f3a
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::ReadPropertiesBlock
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::MemTableListVersion::Remove
     0.00%  rocksdb:low0     libpthread-2.27.so              [.] __libc_fcntl
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] __snprintf_chk@plt
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __strtoull_internal
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Env::Default
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::CalculateBaseBytes
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] dquot_initialize
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ata_tf_to_fis
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::PrefetchIndexAndFilterBlocks
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::SkipListRep::Iterator::SeekToFirst
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] set_root
     0.00%  rocksdb:high0    libc-2.27.so                    [.] parse_tzname
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::IndexBuilder::CreateIndexBuilder
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] nd_jump_root
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] current_time
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, unsigned long, std::allocator<unsigned long>, std::__detail::_Identity, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_node
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_add_nondir
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __atime_needs_update
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] rb_insert_color_cached
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] rb_prev
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::MutableCFOptions::~MutableCFOptions
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionPicker::GetRange
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __fdget_raw
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::ReleaseFileNumberFromPendingOutputs
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] rcu_process_callbacks
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] elv_rqhash_add
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] unfreeze_partials.isra.74
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::locale::id::_M_id
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Version::Version
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Version::~Version
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] enqueue_task_fair
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::vector<rocksdb::FileMetaData*, std::allocator<rocksdb::FileMetaData*> >::reserve
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] generic_permission
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::MaxBytesForLevel
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionBuilder::VersionBuilder
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] note_gp_changes
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] cfq_should_idle
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] inode_init_always
     0.00%  rocksdb:high0    libpthread-2.27.so              [.] __pthread_mutex_unlock_usercnt
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PrecomputeMinLogNumberToKeep2PC
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Footer::Footer
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] dput.part.26
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::~VersionStorageInfo
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] crc_126
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FindFile
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Compaction::IsBottommostLevel
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PosixRandomAccessFile::Hint
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] cfq_dispatch_insert
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::TruncatedRangeDelMergingIter::SeekToFirst
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::_Hash_bytes
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::InstrumentedMutex::Lock
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Version::MaybeInitializeFileMetaData
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::deque<rocksdb::VersionSet::ManifestWriter, std::allocator<rocksdb::VersionSet::ManifestWriter> >::_M_push_back_aux<rocksdb::InstrumentedMutex*&, rocksdb::ColumnFamilyData* const&, rocksdb::MutableCFOptions const&, rocksdb::autovector<rocksdb::VersionEdit*, 8ul> const&, std::function<void (rocksdb::Status const&)> const&>
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_init_security
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FlushJob::FlushJob
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_less_iter>
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::LogCompaction
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_put_io_end
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] load_balance
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __perf_event_header_size.isra.39
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] new_inode
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::GenerateLevelFilesBrief
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::BlockBuilder::~BlockBuilder
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_mb_use_inode_pa
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] generic_make_request
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] mb_free_blocks
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::CaptureCurrentFileNumberInPendingOutputs
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FileSystemPtr::operator->
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, std::pair<unsigned long const, unsigned long>, std::allocator<std::pair<unsigned long const, unsigned long> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::locale::operator=
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] pthread_cond_wait@plt
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __GI___libc_write
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::ostream::sentry::~sentry
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] cfq_merge
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] posix_cpu_clock_get
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_get_group_no_and_offset
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::locale::~locale
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] mntput
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __es_remove_extent
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_mb_free_metadata
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::ThreadLocalPtr::Instance
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] crc_35
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] evict
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_orphan_add
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] sys_pread64
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] apparmor_path_unlink
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] locks_remove_posix
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] notify_change
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] do_get_write_access
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_find_dest_de
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] localtime_r@plt
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<rocksdb::SuperVersionContext*>, rocksdb::SuperVersionContext*>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] put_page
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] iput
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionBuilder::Apply
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __calc_delta
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] security_path_mknod
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] restore_nameidata
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_file_open
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionIterator::CompactionIterator
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::ColumnFamilyData::ResetThreadLocalSuperVersions
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] list_add_event
     0.00%  rocksdb:high0    libc-2.27.so                    [.] sscanf
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __tz_convert
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] cfq_activate_request
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::vector<rocksdb::InternalIteratorBase<rocksdb::Slice>*, std::allocator<rocksdb::InternalIteratorBase<rocksdb::Slice>*> >::_M_realloc_insert<rocksdb::InternalIteratorBase<rocksdb::Slice>*>
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::ostream::_M_insert<double>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] enqueue_entity
     0.00%  rocksdb:low0     libc-2.27.so                    [.] _IO_setb
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] blk_queue_start_tag
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::NotifyOnFlushBegin
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] prandom_u32
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::MemTableIterator::SeekToFirst
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::ios_base::_M_dispose_callbacks
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::LRUHandleTable::Insert
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] SYSC_newuname
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] sys_futex
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::TruncatedRangeDelMergingIter::~TruncatedRangeDelMergingIter
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __get_vma_policy
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] d_splice_alias
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::Logv
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] hrtick_update
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] vfs_statx
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>
     0.00%  rocksdb:low0     libc-2.27.so                    [.] __uflow
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::PosixLogger::Flush
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DataBlockIter::NextOrReportImpl
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FlushBlockBySizePolicyFactory::NewFlushBlockPolicy
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] d_alloc_parallel
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::DeleteObsoleteFileImpl
     0.00%  rocksdb:high0    libpthread-2.27.so              [.] _pthread_cleanup_pop_restore
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ata_scsi_queuecmd
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] sd_setup_read_write_cmnd
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Hashtable<unsigned long, unsigned long, std::allocator<unsigned long>, std::__detail::_Identity, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long, false> > > >
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ReifyDbHostIdProperty
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] cfq_insert_request
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::DBImpl::PurgeObsoleteFiles
     0.00%  rocksdb:high0    libc-2.27.so                    [.] _IO_str_init_static_internal
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] change_protection_range
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::IntTblPropCollector::NeedCompact
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] dquot_alloc_inode
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::overflow
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::condition_variable::wait
